Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Puzzle Quest: Challenge of the Warlords,PlayStation,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,78.0,11.0,7.0,6.0,E10+
Chessmaster: The Art of Learning,PlayStation,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,64.0,4.0,8.4,18.0,E
Lemony Snickets A Series of Unfortunate Events,Xbox,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12,70.0,17.0,7.2,5.0,E
Makai Kingdom: Chronicles of the Sacred Tome,PlayStation,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77.0,41.0,7.3,12.0,T
Killer is Dead,Xbox,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,M
Neopets Petpet Adventures: The Wand of Wishing,PlayStation,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,E
Bomberman Party Edition,PlayStation,1998.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,79.0,6.0,8.3,6.0,E
Ice Age: Dawn of the Dinosaurs,Xbox,2009.0,Action,Activision,0.09,0.02,0.0,0.01,0.12,68.0,28.0,7.5,6.0,E10+
Star Trek: Conquest,Nintendo,2007.0,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,49.0,18.0,4.9,11.0,E
Fat Princess: Fistful of Cake,PlayStation,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,T
Major League Baseball 2K8 Fantasy All-Stars,Nintendo,2008.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,59.0,8.0,7.0,6.0,E
Don Bradman Cricket 14,PlayStation,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,76.0,4.0,7.5,21.0,E
Madden NFL 06,Nintendo,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66.0,9.0,6.3,12.0,E
Red Faction II,Xbox,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,74.0,20.0,5.8,11.0,M
Voodoo Vince,Xbox,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,73.0,38.0,8.4,22.0,T
Everybody Dance,PlayStation,2011.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,5.0,6.8,8.0,T
Blackwater,Xbox,2011.0,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,37.0,12.0,4.5,14.0,T
Tom Clancys Ghost Recon,Nintendo,2010.0,Shooter,Ubisoft,0.1,0.01,0.0,0.01,0.12,46.0,21.0,6.8,8.0,T
Deception IV: Blood Ties,PlayStation,2014.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,70.0,19.0,8.2,27.0,M
Touch My Katamari ,PlayStation,2011.0,Puzzle,Namco Bandai Games,0.07,0.03,0.0,0.02,0.12,69.0,41.0,7.4,51.0,E10+
Chase: Hollywood Stunt Driver,Xbox,2002.0,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,60.0,14.0,7.4,5.0,T
The X Files: Resist or Serve,PlayStation,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,67.0,31.0,8.2,9.0,M
PixelJunk Monsters Deluxe,PlayStation,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,86.0,27.0,7.9,32.0,E
Megamind: Ultimate Showdown,Xbox,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,33.0,7.0,4.3,6.0,E10+
Curious George,PlayStation,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53.0,13.0,7.7,6.0,E
Every Extend Extra,PlayStation,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.02,0.12,74.0,45.0,7.3,9.0,E
Zathura,PlayStation,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,43.0,16.0,2.0,5.0,E10+
NCIS,PlayStation,2011.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.12,50.0,4.0,4.0,4.0,T
Rugby 15,PlayStation,2015.0,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.12,19.0,5.0,3.4,65.0,E
Ninja Reflex,Nintendo,2008.0,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12,49.0,26.0,6.0,11.0,E10+
Undead Knights,PlayStation,2009.0,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,63.0,27.0,8.0,13.0,M
MLB 13: The Show,PlayStation,2013.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.12,75.0,7.0,7.5,21.0,E
Cel Damage,Xbox,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,65.0,24.0,8.4,7.0,T
Venetica,PlayStation,2010.0,Role-Playing,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,T
Lunar: Dragon Song,Nintendo,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,E10+
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.03,0.09,0.0,0.01,0.12,75.0,51.0,7.0,352.0,T
Hyperdimension Neptunia U: Action Unleashed,PlayStation,2014.0,Action,Idea Factory International,0.04,0.01,0.06,0.02,0.12,71.0,20.0,6.8,44.0,T
Breakdown,Xbox,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,71.0,62.0,8.2,17.0,M
Looney Tunes: Sheep Raider,PlayStation,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,72.0,12.0,8.8,25.0,E
Geometry Wars: Galaxies,Nintendo,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,80.0,55.0,8.2,26.0,E
Conduit 2,Nintendo,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,T
X2: Wolverines Revenge,Nintendo,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62.0,21.0,6.6,8.0,T
Godzilla Unleashed: Double Smash,Nintendo,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,28.0,18.0,4.9,8.0,E
Street Hoops,Nintendo,2002.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,56.0,9.0,7.3,7.0,T
NPPL: Championship Paintball 2009,Xbox,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,44.0,9.0,7.3,9.0,E10+
WRC: FIA World Rally Championship,Xbox,2010.0,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12,66.0,24.0,6.0,4.0,E10+
WWE SmackDown vs Raw 2008,Nintendo,2007.0,Fighting,THQ,0.11,0.0,0.0,0.01,0.12,61.0,12.0,6.6,13.0,T
Atelier Annie: Alchemists of Sera Island,Nintendo,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0,E10+
Godzilla: Destroy All Monsters Melee,Xbox,2002.0,Fighting,Atari,0.09,0.03,0.0,0.0,0.12,71.0,20.0,6.8,8.0,T
College Hoops 2K6,Xbox,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70.0,17.0,7.3,11.0,E
Resident Evil: Revelations 2,PlayStation,2015.0,Action,Capcom,0.0,0.04,0.07,0.01,0.12,65.0,12.0,7.8,64.0,M
Sonic Adventure 2,Sega,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,89.0,18.0,8.6,238.0,E
Split/Second,PlayStation,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.12,63.0,16.0,6.7,15.0,E10+
Tom Clancys Splinter Cell: Blacklist,Nintendo,2013.0,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,149.0,M
Gladiator: Sword of Vengeance,PlayStation,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65.0,19.0,5.8,8.0,M
Overlord: Raising Hell,PlayStation,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,T
Pinball Hall of Fame: The Williams Collection,Xbox,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,E10+
Academy of Champions: Soccer,Nintendo,2009.0,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,E
Power Gig: Rise of the SixString,Xbox,2010.0,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,T
NFL Head Coach,Xbox,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,E
Onimusha: Blade Warriors,PlayStation,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,T
Disney's Extreme Skate Adventure,Nintendo,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,E
NBA 2K2,Nintendo,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8.0,4.0,E
Psychonauts,Xbox,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9.0,71.0,T
Jeremy McGrath Supercross World,Nintendo,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,36.0,14.0,5.6,5.0,E
The Sky Crawlers: Innocent Aces,Nintendo,2008.0,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,T
Airborne Troops: Countdown to D-Day,PlayStation,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,T
naild,PlayStation,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,E10+
Lost Magic,Nintendo,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,E
Marvel Avengers: Battle for Earth,Nintendo,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5.0,25.0,T
Puzzle Quest 2,Nintendo,2010.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,74.0,27.0,5.8,11.0,E10+
Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,566.0,M
Raiden IV,Xbox,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,E10+
Phantasy Star Universe,Xbox,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,T
Spider-Man: Edge of Time,Nintendo,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,T
Peggle: Dual Shot,Nintendo,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,E
Cruisn,Nintendo,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,E
Castlevania: Curse of Darkness,Xbox,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7.0,13.0,M
Battles of Prince of Persia,Nintendo,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,E10+
Lost Planet 3,Xbox,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,143.0,T
LEGO Batman 2: DC Super Heroes,Nintendo,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.07,0.0,0.01,0.12,77.0,7.0,7.3,31.0,E10+
Turok: Evolution,Nintendo,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7.0,5.0,T
Marvel Trading Card Game,Nintendo,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,T
Nightshade,PlayStation,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,M
CSI: Crime Scene Investigation,Xbox,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,M
Reality Fighters,PlayStation,2012.0,Fighting,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,T
Onechanbara: Bikini Zombie Slayers,Nintendo,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8.0,20.0,M
Buffy the Vampire Slayer: Chaos Bleeds,Xbox,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,T
Dragon Ball: Origins,Nintendo,2008.0,Action,Atari,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,T
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.12,51.0,12.0,3.3,126.0,M
Armored Core: Verdict Day,PlayStation,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,29.0,T
Lost in Shadow,Nintendo,2010.0,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,E10+
NHL 2K3,Xbox,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,E
Die Hard: Vendetta,Nintendo,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,54.0,23.0,7.0,10.0,M
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6.0,134.0,T
F1 2002,PlayStation,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,E
FIFA Soccer,PlayStation,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,E
Self-Defense Training Camp,Xbox,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5.0,25.0,T
Sphinx and the Cursed Mummy,Xbox,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,79.0,21.0,9.1,11.0,T
GT Advance 2: Rally Racing,Nintendo,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11,77.0,12.0,6.0,4.0,E
Tenchu: Shadow Assassins,PlayStation,2009.0,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,M
Cabelas Deer Hunt 2005 Season,Xbox,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11,59.0,5.0,7.5,6.0,T
Dead Mans Hand,Xbox,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,62.0,31.0,8.1,9.0,T
Fatal Frame: Maiden of Black Water,Nintendo,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,227.0,M
Smash Cars,PlayStation,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9.0,5.0,E
DJ Max Fever,PlayStation,2009.0,Misc,PM Studios,0.1,0.0,0.0,0.02,0.11,77.0,5.0,6.5,13.0,T
NASCAR 07,PlayStation,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,E
Tecmo Bowl: Kickoff,Nintendo,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,E
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,T
Dokapon Kingdom,PlayStation,2007.0,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61.0,8.0,6.5,8.0,E10+
Phantasy Star Collection,Nintendo,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,76.0,20.0,8.1,7.0,E
A Witchs Tale,Nintendo,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0,E10+
Retro Game Challenge,Nintendo,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,77.0,30.0,7.3,15.0,E
Shining Force NEO,PlayStation,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,69.0,12.0,8.1,20.0,T
BlazBlue Central Fiction,PlayStation,2016.0,Fighting,PQube,0.06,0.0,0.04,0.01,0.11,85.0,21.0,7.7,42.0,T
FIFA Street 2,Nintendo,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,63.0,16.0,5.7,7.0,E
Pro Evolution Soccer 2016,Xbox,2015.0,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,145.0,E
Fantastic Four: Rise of the Silver Surfer,Xbox,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,T
Monster Madness: Battle for Suburbia,Xbox,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55.0,29.0,5.2,18.0,T
Tom Clancys EndWar,PlayStation,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,T
NFL Head Coach 09,Xbox,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,E
Blood Drive,Xbox,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11,40.0,21.0,6.5,10.0,M
Star Trek: Conquest,PlayStation,2007.0,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11,54.0,15.0,9.1,10.0,E
Phantom Dust,Xbox,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,81.0,37.0,8.5,35.0,T
Prince of Persia: Rival Swords,PlayStation,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.01,0.11,74.0,16.0,8.2,19.0,T
Growlanser Generations,PlayStation,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,81.0,19.0,7.7,19.0,T
Just Dance 2017,PlayStation,2016.0,Misc,Ubisoft,0.04,0.06,0.0,0.02,0.11,73.0,12.0,7.8,5.0,E10+
Mega Man Battle Chip Challenge,Nintendo,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,54.0,25.0,8.3,8.0,E
Ring of Red,PlayStation,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,82.0,15.0,8.7,11.0,T
Cold Winter,PlayStation,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,73.0,41.0,8.2,24.0,M
Stubbs the Zombie in Rebel Without a Pulse,Xbox,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,75.0,55.0,8.1,16.0,M
Batman: Dark Tomorrow,Xbox,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11,25.0,13.0,3.6,18.0,T
Ping Pals,Nintendo,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,28.0,17.0,3.9,26.0,E
18 Wheeler: American Pro Trucker,Nintendo,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,52.0,17.0,6.8,8.0,E
Killing Floor 2 ,PlayStation,2016.0,Shooter,Tripwire Interactive,0.07,0.02,0.0,0.02,0.11,76.0,41.0,7.9,63.0,M
Warhammer: Battle March,Xbox,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,55.0,30.0,6.7,20.0,M
Batman: Rise of Sin Tzu,Xbox,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,T
The King of Fighters XII,Xbox,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,T
Spy vs Spy,Xbox,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8.0,8.0,T
Coraline,PlayStation,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2.0,6.0,E10+
Zubo,Nintendo,2008.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,E10+
[Prototype 2],PC,2012.0,Action,Activision,0.08,0.03,0.0,0.01,0.11,76.0,12.0,6.4,395.0,M
Cold Fear,PlayStation,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,68.0,39.0,7.7,27.0,M
NBA Live 16,Xbox,2015.0,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,63.0,E
NHL Hitz 20-03,Xbox,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,81.0,19.0,8.5,13.0,E
Murakumo: Renegade Mech Pursuit,Xbox,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,48.0,18.0,7.5,4.0,T
MLB 14: The Show,PlayStation,2014.0,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7.0,25.0,E
Gun Metal,Xbox,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,63.0,17.0,7.6,8.0,T
BlazBlue: Calamity Trigger Portable,PlayStation,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,T
BloodRayne,Nintendo,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,M
ECW Anarchy Rulz,PlayStation,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,43.0,7.0,6.3,4.0,E
InuYasha: A Feudal Fairy Tale,PlayStation,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9.0,74.0,T
TMNT,PlayStation,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,3.8,13.0,E10+
Where the Wild Things Are,Xbox,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,E10+
Zombie Army Trilogy,Xbox,2015.0,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,10.0,7.2,40.0,No Rating
Dementium II,Nintendo,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,M
Sabrina The Teenage Witch: Potion Commotion,Nintendo,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,63.0,5.0,2.8,6.0,E
MLB Power Pros,PlayStation,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0,E
GoldenEye: Rogue Agent,Nintendo,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58.0,25.0,7.5,18.0,T
AirForce Delta Strike,PlayStation,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,66.0,22.0,7.0,6.0,T
Pimp My Ride,Nintendo,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,T
Capcom vs. SNK 2 EO,Nintendo,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,68.0,20.0,8.9,27.0,T
Hot Wheels Velocity X,Nintendo,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11,55.0,4.0,6.4,5.0,E
Open Season,Xbox,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,E10+
de Blob 2,Nintendo,2011.0,Platform,THQ,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,E
Digimon Story: Cyber Sleuth,PlayStation,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,292.0,T
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.04,0.06,0.0,0.01,0.11,81.0,65.0,7.3,1173.0,M
FIFA Soccer 06,PlayStation,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,E
Space Chimps,Xbox,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,E10+
JASF: Janes Advanced Strike Fighters,PlayStation,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,T
Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81.0,19.0,8.9,227.0,T
The Settlers,Nintendo,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,39.0,6.0,5.6,7.0,E
Shrek: Forever After,Xbox,2010.0,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,22.0,6.2,9.0,E10+
Cloudy With a Chance of Meatballs,Nintendo,2009.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,68.0,4.0,5.3,4.0,E
Ridge Racer Unbounded,Xbox,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0,T
Mortal Kombat: Deception,Nintendo,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77.0,14.0,8.9,15.0,M
ESPN NHL Hockey,Xbox,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11,88.0,25.0,8.4,24.0,E
XXX,Nintendo,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11,50.0,13.0,5.0,4.0,E
John Dalys ProStroke Golf,PlayStation,2010.0,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,23.0,4.1,8.0,E
Truth or Lies,Xbox,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,T
Worms Forts: Under Siege,PlayStation,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,63.0,21.0,8.0,15.0,T
Mind Zero,PlayStation,2013.0,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.11,59.0,13.0,6.0,72.0,T
Project: Snowblind,Xbox,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,44.0,7.0,10.0,T
Astro Boy: The Video Game,PlayStation,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5.0,4.0,E10+
Gabrielles Ghostly Groove 3D,Nintendo,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,9.0,7.4,9.0,E
Cake Mania,Nintendo,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,23.0,6.1,7.0,E
Disney's Extreme Skate Adventure,Xbox,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,76.0,15.0,8.3,7.0,E
Odama,Nintendo,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,42.0,8.0,17.0,E10+
Karaoke Revolution Presents American Idol Encore,Xbox,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7.0,6.0,E
God Eater 2: Rage Burst,PlayStation,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.1,0.0,0.11,69.0,35.0,7.8,84.0,T
Naval Ops: Warship Gunner,PlayStation,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67.0,17.0,8.9,23.0,T
