Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Charlie and the Chocolate Factory,PlayStation,2005.0,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,35.0,21.0,4.1,28.0,E
Tiger Woods PGA Tour 12: The Masters,Nintendo,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.35,85.0,14.0,6.7,7.0,E
Call of Duty: Ghosts,Nintendo,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256.0,M
Def Jam Icon,Xbox,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.34,69.0,48.0,6.3,108.0,M
Transformers: Dark of the Moon,PlayStation,2011.0,Action,Activision,0.11,0.18,0.0,0.06,0.34,57.0,41.0,5.6,27.0,T
Dynasty Warriors 5 Empires,PlayStation,2006.0,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62.0,23.0,9.1,24.0,T
SoulCalibur,Sega,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,98.0,24.0,8.9,202.0,T
WipEout 3,PlayStation,1999.0,Racing,Psygnosis,0.19,0.13,0.0,0.02,0.34,89.0,14.0,8.5,15.0,E
Hatsune Miku: Project Mirai DX,Nintendo,2015.0,Misc,Sega,0.18,0.04,0.1,0.02,0.34,80.0,32.0,8.5,72.0,E10+
Skylanders: SuperChargers,PlayStation,2015.0,Action,Activision,0.2,0.08,0.0,0.06,0.34,81.0,51.0,3.3,29.0,E10+
WWE All Stars,Xbox,2011.0,Fighting,THQ,0.18,0.14,0.0,0.03,0.34,75.0,64.0,7.2,46.0,T
WWE 12,Nintendo,2011.0,Fighting,THQ,0.23,0.08,0.0,0.03,0.34,74.0,6.0,5.2,9.0,T
Mini Ninjas,PlayStation,2009.0,Action,Eidos Interactive,0.14,0.15,0.0,0.06,0.34,73.0,37.0,8.7,62.0,E10+
Tekken Tag Tournament 2,Xbox,2012.0,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,83.0,35.0,7.4,91.0,T
Driver 2 Advance,Nintendo,2002.0,Action,Atari,0.25,0.09,0.0,0.01,0.34,73.0,9.0,6.6,14.0,T
Monster Rancher 4,PlayStation,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77.0,21.0,9.1,18.0,E
Mini Ninjas,Nintendo,2009.0,Action,Eidos Interactive,0.16,0.15,0.0,0.04,0.34,61.0,10.0,5.8,4.0,E10+
Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,82.0,2.1,6165.0,M
Tim Burtons The Nightmare Before Christmas: Oogies Revenge,PlayStation,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,65.0,34.0,8.6,21.0,E10+
Battalion Wars 2,Nintendo,2007.0,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75.0,38.0,7.6,45.0,T
MotorStorm: Arctic Edge,PlayStation,2009.0,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34,72.0,10.0,8.3,6.0,T
Supreme Commander 2,Xbox,2010.0,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75.0,28.0,7.1,23.0,E10+
Hitman: Contracts,Xbox,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,78.0,44.0,8.8,15.0,M
Thunderstrike: Operation Phoenix,PlayStation,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,65.0,15.0,8.1,7.0,T
Racquet Sports,PlayStation,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.34,45.0,17.0,4.3,8.0,E
Trauma Center: Second Opinion,Nintendo,2006.0,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,49.0,8.0,47.0,T
WWE Day of Reckoning 2,Nintendo,2005.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,76.0,36.0,6.0,263.0,T
The Urbz: Sims in the City,Xbox,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,70.0,28.0,6.5,10.0,T
Rayman Legends,Xbox,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,91.0,6.0,7.9,220.0,E10+
SimCity Creator,Nintendo,2008.0,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,0.34,69.0,16.0,7.3,8.0,E
Monopoly,PlayStation,2008.0,Misc,Electronic Arts,0.25,0.05,0.0,0.04,0.34,54.0,4.0,6.7,13.0,E
SpongeBob SquarePants: The Yellow Avenger,Nintendo,2005.0,Action,THQ,0.31,0.0,0.0,0.02,0.34,67.0,5.0,7.3,11.0,E
Tenchu Z,Xbox,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,51.0,7.3,58.0,M
Conan,PlayStation,2007.0,Action,THQ,0.13,0.15,0.0,0.05,0.34,69.0,35.0,7.2,40.0,M
Dragon Ball Z: Extreme Butoden,Nintendo,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.34,61.0,32.0,6.6,33.0,T
FIFA Street 3,Xbox,2008.0,Sports,Electronic Arts,0.16,0.14,0.0,0.04,0.34,63.0,48.0,6.9,18.0,E
Naruto Shippuden: Ultimate Ninja Impact,PlayStation,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.1,27.0,T
Leisure Suit Larry: Magna Cum Laude,PlayStation,2004.0,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,60.0,44.0,6.3,18.0,M
MVP 06 NCAA Baseball,Xbox,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,75.0,29.0,8.6,17.0,E
F.E.A.R.,Xbox,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,44.0,7.3,131.0,M
Tom Clancys Ghost Recon: Shadow Wars,Nintendo,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78.0,T
Herbie: Fully Loaded,Nintendo,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,47.0,9.0,6.8,4.0,E
Kameo: Elements of Power,Xbox,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,76.0,8.1,107.0,T
Teenage Mutant Ninja Turtles,Nintendo,2003.0,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34,57.0,25.0,8.0,8.0,E
Dynasty Warriors 6 Empires,PlayStation,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7.0,26.0,T
The Shoot,PlayStation,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,T
Persona 4: Dancing All Night,PlayStation,2015.0,Misc,Nippon Ichi Software,0.1,0.04,0.15,0.05,0.34,76.0,51.0,8.6,84.0,T
Star Ocean: Second Evolution,PlayStation,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,T
Puzzle Quest: Challenge of the Warlords,Nintendo,2007.0,Puzzle,D3Publisher,0.28,0.0,0.03,0.02,0.34,82.0,41.0,8.7,32.0,E10+
Dynasty Warriors: Gundam 2,PlayStation,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,T
Mystery Case Files: The Malgrave Incident,Nintendo,2011.0,Adventure,Nintendo,0.17,0.14,0.0,0.03,0.34,65.0,26.0,8.2,5.0,E
MXRider,PlayStation,2001.0,Racing,Atari,0.16,0.13,0.0,0.04,0.34,69.0,16.0,6.8,6.0,E
Delta Force: Black Hawk Down,Xbox,2005.0,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,61.0,37.0,6.6,19.0,T
Pirates of the Caribbean: At Worlds End,Xbox,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,T
The Eye of Judgment,PlayStation,2007.0,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.34,75.0,43.0,8.2,51.0,T
Tom Clancys Ghost Recon Advanced Warfighter,Xbox,2006.0,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,66.0,14.0,6.0,27.0,T
Just Dance 2016,Xbox,2015.0,Misc,Ubisoft,0.26,0.04,0.0,0.03,0.33,66.0,10.0,6.1,18.0,E10+
NHL 09,PlayStation,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,88.0,25.0,7.7,41.0,E10+
Banjo-Kazooie: Gruntys Revenge,Nintendo,2003.0,Platform,THQ,0.24,0.09,0.0,0.01,0.33,72.0,21.0,8.1,18.0,E
Mega Man ZX Advent,Nintendo,2007.0,Platform,Capcom,0.22,0.0,0.09,0.02,0.33,78.0,27.0,8.6,32.0,E10+
NCAA Basketball 10,PlayStation,2009.0,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.8,6.0,E
Jeanne dArc,PlayStation,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.3,75.0,T
Harry Potter and the Deathly Hallows - Part 2,Xbox,2011.0,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24.0,T
Assassins Creed The Ezio Collection,PlayStation,2016.0,Action,Ubisoft,0.06,0.22,0.0,0.05,0.33,72.0,33.0,7.3,60.0,M
Avatar: The Last Airbender,Nintendo,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7.0,E
Ape Escape Academy,PlayStation,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,51.0,48.0,5.8,4.0,E10+
WWE Wrestlemania XIX,Nintendo,2003.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.33,76.0,26.0,8.7,47.0,T
The Sims 2,Nintendo,2005.0,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8.0,T
Hulk,Xbox,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33,69.0,25.0,7.7,9.0,T
Untold Legends: The Warriors Code,PlayStation,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33,65.0,46.0,8.3,28.0,T
Klonoa 2: Lunateas Veil,PlayStation,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.2,75.0,E
Deus Ex: Invisible War,Xbox,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.0,0.01,0.33,84.0,50.0,7.6,38.0,M
Dragon Ball: XenoVerse,Xbox,2015.0,Fighting,Namco Bandai Games,0.19,0.11,0.0,0.03,0.33,67.0,18.0,7.2,128.0,T
The King of Fighters XIII,Xbox,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,T
LEGO Batman 2: DC Super Heroes,PlayStation,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,E10+
Fracture,Xbox,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,T
Tak 2: The Staff of Dreams,Nintendo,2004.0,Platform,THQ,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,E
Ninja Blade,Xbox,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,M
Bee Movie Game,Nintendo,2007.0,Action,Activision,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,E
Sniper: Ghost Warrior 2,PlayStation,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,5.9,84.0,M
Kelly Slaters Pro Surfer,PlayStation,2002.0,Sports,Activision,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,E
Legends of Wrestling II,PlayStation,2002.0,Fighting,Acclaim Entertainment,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,T
Street Fighter Alpha 3 MAX,PlayStation,2006.0,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,T
Virtua Tennis 2009,Xbox,2009.0,Sports,Sega,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,E
MLB 09: The Show,PlayStation,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,79.0,7.0,7.5,12.0,E
Classic NES Series: Castlevania,Nintendo,2004.0,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,E
Fight Night Round 3,Xbox,2006.0,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,0.33,83.0,32.0,9.0,21.0,T
Way of the Samurai 2,PlayStation,2003.0,Action,Capcom,0.05,0.04,0.23,0.01,0.33,59.0,32.0,9.0,24.0,M
Planet Puzzle League,Nintendo,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,E
Naruto: Rise of a Ninja,Xbox,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,85.0,T
Cabelas Dangerous Hunts 2011,PlayStation,2010.0,Sports,Activision,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,T
Disgaea 2: Cursed Memories,PlayStation,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,T
Clock Tower 3,PlayStation,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,M
Etrian Odyssey,Nintendo,2007.0,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,T
Call Of Duty 2: Big Red One,Nintendo,2005.0,Shooter,Activision,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,T
Harry Potter and the Deathly Hallows - Part 2,Nintendo,2011.0,Action,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,T
Disgaea: Hour of Darkness,PlayStation,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,T
NeoGeo Battle Coliseum,PlayStation,2005.0,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,T
Resonance of Fate,Xbox,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.8,97.0,T
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox,2016.0,Fighting,Namco Bandai Games,0.23,0.07,0.0,0.03,0.33,81.0,11.0,8.5,52.0,T
Def Jam Rapstar,PlayStation,2010.0,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.33,75.0,25.0,6.3,4.0,T
SpongeBob SquarePants: Creature from the Krusty Kra,Nintendo,2006.0,Platform,THQ,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.5,13.0,E
MLB 08: The Show,PlayStation,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,E
Danganronpa: Trigger Happy Havoc,PlayStation,2013.0,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,241.0,M
Spy Kids 3-D: Game Over,Nintendo,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33,62.0,4.0,7.7,6.0,E
Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,605.0,M
Power Rangers: Ninja Storm,Nintendo,2003.0,Misc,THQ,0.24,0.09,0.0,0.01,0.33,55.0,4.0,7.8,6.0,E
MVP Baseball 2005,Nintendo,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,E
SSX Blur,Nintendo,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,E
Harry Potter and the Half-Blood Prince,PlayStation,2009.0,Action,Electronic Arts,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,E10+
Teen Titans,Nintendo,2006.0,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,E10+
MX vs. ATV Untamed,Nintendo,2008.0,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,E
Dead or Alive 5,Xbox,2012.0,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.33,76.0,39.0,7.9,95.0,M
Binary Domain,PlayStation,2012.0,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,180.0,M
Dr. Mario / Puzzle League,Nintendo,2005.0,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74.0,14.0,9.3,4.0,E
Lord of Arcana,PlayStation,2010.0,Role-Playing,Square Enix,0.08,0.05,0.17,0.04,0.33,53.0,45.0,5.5,21.0,M
DECA Sports Freedom,Xbox,2010.0,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,E10+
Sid Meiers Civilization VI,PC,2016.0,Strategy,Take-Two Interactive,0.1,0.2,0.0,0.02,0.33,88.0,84.0,7.2,738.0,E10+
Golden Axe: Beast Rider,Xbox,2008.0,Action,Sega,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,M
Major League Baseball 2K6,Xbox,2006.0,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,E
EA Playground,Nintendo,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,E
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1679.0,M
Iron Man 2,Nintendo,2010.0,Action,Sega,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,T
SWAT: Global Strike Team,PlayStation,2003.0,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,69.0,21.0,7.8,16.0,M
Battlestations: Pacific,Xbox,2009.0,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,T
Elebits,Nintendo,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,34.0,E
Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,981.0,M
Golden Axe: Beast Rider,PlayStation,2008.0,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,M
Kinetica,PlayStation,2001.0,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,T
The Black Eyed Peas Experience,Xbox,2011.0,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,T
NBA Street V3,Xbox,2005.0,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,E
Remember Me,PlayStation,2013.0,Action,Capcom,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,M
Marvel: Ultimate Alliance 2,Nintendo,2009.0,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,T
Silent Hill: Downpour,Xbox,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,M
Shaun White Snowboarding,PlayStation,2008.0,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32,70.0,5.0,7.5,4.0,E10+
Dead Rising 2: Off the Record,PlayStation,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,M
Eternal Sonata,Xbox,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,98.0,T
Harvest Moon: Back to Nature,PlayStation,1999.0,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,E
Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,0.28,0.0,0.05,0.32,91.0,29.0,8.7,1749.0,T
Harry Potter and the Deathly Hallows - Part 2,PlayStation,2011.0,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,T
Final Fantasy XI,PlayStation,2002.0,Role-Playing,Square Enix,0.08,0.06,0.15,0.02,0.32,85.0,49.0,6.9,66.0,T
Overlord II,Xbox,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,T
Dance Dance Revolution Universe,Xbox,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,74.0,26.0,8.8,5.0,E10+
"Warhammer 40,000: Squad Command",PlayStation,2007.0,Strategy,THQ,0.11,0.13,0.0,0.08,0.32,67.0,25.0,7.6,26.0,T
Tropico 5,PlayStation,2015.0,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.32,76.0,17.0,7.1,111.0,T
Darkwatch,PlayStation,2005.0,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,74.0,37.0,8.4,42.0,M
Beautiful Katamari,Xbox,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,E
Fable III,PC,2011.0,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,558.0,M
Tony Hawks American Wasteland,Xbox,2005.0,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,T
Prince of Persia: The Sands of Time,Nintendo,2003.0,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,T
Sky Odyssey,PlayStation,2000.0,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,E
Hatsune Miku: Project Diva F 2nd,PlayStation,2014.0,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,T
Operation Flashpoint: Red River,PlayStation,2011.0,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,M
Silent Hill HD Collection,PlayStation,2012.0,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,M
FIFA Street 3,PlayStation,2008.0,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.9,19.0,E
Bleach: Shattered Blade,Nintendo,2006.0,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,T
DiRT 2,PlayStation,2009.0,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,E10+
FIFA 2001 Major League Soccer,PlayStation,2000.0,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,E
Froggers Adventures: The Rescue,PlayStation,2003.0,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,E
F1 Race Stars,PlayStation,2012.0,Racing,Codemasters,0.07,0.19,0.0,0.06,0.32,61.0,27.0,5.7,35.0,E
Singularity,Xbox,2010.0,Shooter,Activision,0.24,0.05,0.0,0.02,0.32,76.0,70.0,7.7,170.0,M
Karaoke Revolution Volume 3,PlayStation,2004.0,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,E
Army of Two: The 40th Day,PlayStation,2010.0,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,M
Ultimate Fighting Championship: Throwdown,PlayStation,2002.0,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8.0,8.0,T
Disney's Extreme Skate Adventure,PlayStation,2003.0,Sports,Activision,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.3,12.0,E
Murdered: Soul Suspect,PlayStation,2014.0,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,317.0,M
Prey,Xbox,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,79.0,80.0,7.3,117.0,M
Folklore,PlayStation,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,147.0,T
Drakengard 3,PlayStation,2013.0,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.32,61.0,33.0,7.7,238.0,M
The Darkness II,PlayStation,2012.0,Shooter,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,M
NBA 2K3,Xbox,2002.0,Sports,Sega,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,E
Fate/Extra,PlayStation,2010.0,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.32,58.0,10.0,8.1,39.0,T
All-Star Baseball 2005,PlayStation,2004.0,Sports,Acclaim Entertainment,0.16,0.12,0.0,0.04,0.32,72.0,13.0,8.6,21.0,E
NFL Fever 2004,Xbox,2003.0,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,74.0,29.0,8.8,16.0,E
Test Drive Unlimited,Xbox,2006.0,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82.0,69.0,8.0,87.0,E10+
MLB 07: The Show,PlayStation,2007.0,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.03,0.32,77.0,30.0,7.5,17.0,E
Marvel Nemesis: Rise of the Imperfects,PlayStation,2005.0,Fighting,Electronic Arts,0.29,0.0,0.0,0.02,0.32,58.0,15.0,8.7,30.0,T
Kingdom Under Fire: The Crusaders,Xbox,2004.0,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,81.0,50.0,7.9,31.0,M
Clive Barkers Jericho,Xbox,2007.0,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32,63.0,46.0,7.5,71.0,M
LEGO Legends of Chima: Lavals Journey,Nintendo,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.19,0.1,0.0,0.03,0.32,65.0,5.0,3.6,7.0,E10+
Romance of the Three Kingdoms VII,PlayStation,2000.0,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,72.0,10.0,8.7,11.0,E
DJ Hero,PlayStation,2009.0,Misc,Activision,0.1,0.02,0.0,0.2,0.32,87.0,4.0,6.4,5.0,T
"Monsters, Inc.",PlayStation,2002.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,52.0,15.0,7.2,10.0,E
Phineas and Ferb: Across the 2nd Dimension,PlayStation,2011.0,Action,Disney Interactive Studios,0.15,0.11,0.0,0.05,0.32,63.0,13.0,6.6,9.0,E10+
Tekken 6,PlayStation,2009.0,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0,T
Crash of the Titans,Xbox,2007.0,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,E10+
Dynasty Warriors 4 Empires,PlayStation,2004.0,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,71.0,29.0,8.8,19.0,T
Shenmue II,Xbox,2002.0,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,80.0,31.0,9.3,97.0,T
